State,Agency Type,Agency Name,Location,Population1,"Total
Offenses","Crimes
Against
Persons","Crimes
Against
Property","Crimes
Against
Society",Latitude,Longitude
KENTUCKY,Cities,Warsaw,"Warsaw, Kentucky",1740,106,32,27,47,38.7833,-84.8994
KENTUCKY,Cities,Wayland,"Wayland, Kentucky",398,2,0,2,0,37.4453,-82.8011
KENTUCKY,Cities,West Buechel,"West Buechel, Kentucky",1352,144,23,118,3,38.1953,-85.6633
KENTUCKY,Cities,West Liberty,"West Liberty, Kentucky",3251,64,27,20,17,37.9164,-83.2614
KENTUCKY,Cities,West Point,"West Point, Kentucky",942,2,0,2,0,37.9917,-85.9544
KENTUCKY,Cities,Wheelwright,"Wheelwright, Kentucky",481,0,0,0,0,37.3314,-82.7192
KENTUCKY,Cities,Whitesburg,"Whitesburg, Kentucky",1662,1,0,0,1,37.1178,-82.8211
KENTUCKY,Cities,Wilder,"Wilder, Kentucky",3125,89,26,41,22,39.0472,-84.4775
KENTUCKY,Cities,Williamsburg,"Williamsburg, Kentucky",5348,311,58,76,177,36.7367,-84.1647
KENTUCKY,Cities,Williamstown,"Williamstown, Kentucky",3987,81,23,50,8,38.6411,-84.5608
KENTUCKY,Cities,Wilmore,"Wilmore, Kentucky",6081,98,15,69,14,37.8631,-84.6578
KENTUCKY,Cities,Winchester,"Winchester, Kentucky",18989,"1,557",300,849,408,37.9947,-84.1842
KENTUCKY,Cities,Windy Hills,"Windy Hills, Kentucky",2400,0,0,0,0,38.2667,-85.6378
KENTUCKY,Cities,Woodburn,"Woodburn, Kentucky",316,0,0,0,0,36.8417,-86.5311
KENTUCKY,Cities,Woodlawn Park,"Woodlawn Park, Kentucky",931,1,0,1,0,38.2614,-85.6331
KENTUCKY,Cities,Worthington,"Worthington, Kentucky",1475,3,2,1,0,38.5506,-82.7347
LOUISIANA,Cities,Abbeville,"Abbeville, Louisiana",10968,634,244,284,106,29.9725,-92.1292
LOUISIANA,Cities,Addis,"Addis, Louisiana",7438,133,38,54,41,30.3539,-91.2653
LOUISIANA,Cities,Alexandria,"Alexandria, Louisiana",44349,"6,953","2,314","3,835",804,31.3113,-92.4452
LOUISIANA,Cities,Baker,"Baker, Louisiana",12303,764,183,443,138,30.5856,-91.1572
LOUISIANA,Cities,Bastrop,"Bastrop, Louisiana",9291,864,223,604,37,32.7778,-91.9150
LOUISIANA,Cities,Baton Rouge,"Baton Rouge, Louisiana",219913,"27,112","5,900","18,179","3,033",30.4475,-91.1786
LOUISIANA,Cities,Bernice,"Bernice, Louisiana",1328,7,2,4,1,32.8217,-92.6581
LOUISIANA,Cities,Berwick,"Berwick, Louisiana",4557,33,6,17,10,29.6947,-91.2190
LOUISIANA,Cities,Blanchard,"Blanchard, Louisiana",3383,60,13,43,4,32.5867,-93.8875
LOUISIANA,Cities,Bogalusa,"Bogalusa, Louisiana",10461,"1,457",365,706,386,30.7806,-89.8639
LOUISIANA,Cities,Bossier City,"Bossier City, Louisiana",63078,"8,363","2,766","4,134","1,463",32.5178,-93.6914
LOUISIANA,Cities,Broussard,"Broussard, Louisiana",14103,668,156,463,49,30.1422,-91.9636
LOUISIANA,Cities,Brusly,"Brusly, Louisiana",2598,56,8,38,10,30.3906,-91.2417
LOUISIANA,Cities,Clinton,"Clinton, Louisiana",1342,6,6,0,0,30.8657,-91.0157
LOUISIANA,Cities,Covington,"Covington, Louisiana",11543,534,122,185,227,30.4789,-90.1042
LOUISIANA,Cities,De Ridder,"DeRidder, Louisiana",9674,673,191,263,219,30.8514,-93.2903
LOUISIANA,Cities,Erath,"Erath, Louisiana",2002,94,32,22,40,29.9583,-92.0360
LOUISIANA,Cities,Evergreen,"Evergreen, Louisiana",207,2,0,2,0,30.9528,-92.1092
LOUISIANA,Cities,Ferriday,"Ferriday, Louisiana",3041,162,77,62,23,31.6302,-91.5546
LOUISIANA,Cities,Golden Meadow,"Golden Meadow, Louisiana",1735,81,18,52,11,29.3791,-90.2601
LOUISIANA,Cities,Gonzales,"Gonzales, Louisiana",12869,"1,623",257,"1,120",246,30.2385,-90.9201
LOUISIANA,Cities,Gramercy,"Gramercy, Louisiana",2801,175,49,114,12,30.0539,-90.6892
LOUISIANA,Cities,Greenwood,"Greenwood, Louisiana",3077,351,64,146,141,32.4361,-93.9639
LOUISIANA,Cities,Gretna,"Gretna, Louisiana",17358,"2,242",384,907,951,29.9164,-90.0542
LOUISIANA,Cities,Hammond,"Hammond, Louisiana",20847,"3,125",669,"1,875",581,30.5044,-90.4656
LOUISIANA,Cities,Harahan,"Harahan, Louisiana",8827,389,54,155,180,29.9411,-90.2019
LOUISIANA,Cities,Haughton,"Haughton, Louisiana",4457,174,13,34,127,32.5300,-93.5064
LOUISIANA,Cities,Haynesville,"Haynesville, Louisiana",1884,85,27,43,15,32.9621,-93.1402
LOUISIANA,Cities,Houma,"Houma, Louisiana",32762,"3,314",946,"1,749",619,29.5958,-90.7195
LOUISIANA,Cities,Ida,"Ida, Louisiana",212,0,0,0,0,33.0025,-93.8931
LOUISIANA,Cities,Iowa,"Iowa, Louisiana",2972,249,76,122,51,30.2375,-93.0142
LOUISIANA,Cities,Jennings,"Jennings, Louisiana",9664,868,182,442,244,30.2222,-92.6569
LOUISIANA,Cities,Krotz Springs,"Krotz Springs, Louisiana",894,76,16,47,13,30.5375,-91.7550
LOUISIANA,Cities,Lake Charles,"Lake Charles, Louisiana",77054,"5,905","1,401","3,616",888,30.2147,-93.2086
LOUISIANA,Cities,Lake Providence,"Lake Providence, Louisiana",3661,5,3,2,0,32.8053,-91.1794
LOUISIANA,Cities,Livingston,"Livingston, Louisiana",1946,127,22,40,65,30.4986,-90.7483
LOUISIANA,Cities,Mandeville,"Mandeville, Louisiana",13245,438,80,273,85,30.3692,-90.0778
LOUISIANA,Cities,Mansfield,"Mansfield, Louisiana",4472,47,28,15,4,32.0328,-93.7022
LOUISIANA,Cities,Marion,"Marion, Louisiana",619,1,0,1,0,32.9017,-92.2433
LOUISIANA,Cities,Marksville,"Marksville, Louisiana",4843,594,192,363,39,31.1264,-92.0658
LOUISIANA,Cities,Monroe,"Monroe, Louisiana",46908,"8,859","2,631","4,954","1,274",32.5094,-92.1183
LOUISIANA,Cities,Morgan City,"Morgan City, Louisiana",10909,"1,538",501,592,445,29.7008,-91.1972
LOUISIANA,Cities,Norwood,"Norwood, Louisiana",279,0,0,0,0,30.9694,-91.1056
LOUISIANA,Cities,Opelousas,"Opelousas, Louisiana",15447,"2,966",766,"1,646",554,30.5335,-92.0815
LOUISIANA,Cities,Patterson,"Patterson, Louisiana",5681,193,83,60,50,29.6925,-91.3067
LOUISIANA,Cities,Pearl River,"Pearl River, Louisiana",2680,166,40,53,73,30.3760,-89.7484
LOUISIANA,Cities,Plaquemine,"Plaquemine, Louisiana",5804,419,145,263,11,30.2842,-91.2406
LOUISIANA,Cities,Ponchatoula,"Ponchatoula, Louisiana",7977,561,121,388,52,30.4392,-90.4425
LOUISIANA,Cities,Port Allen,"Port Allen, Louisiana",4984,365,144,205,16,30.4536,-91.2100
LOUISIANA,Cities,Rayne,"Rayne, Louisiana",7100,136,32,89,15,30.2375,-92.2681
LOUISIANA,Cities,Ruston,"Ruston, Louisiana",22435,"2,079",510,"1,259",310,32.5288,-92.6387
LOUISIANA,Cities,Slidell,"Slidell, Louisiana",28686,"2,088",446,"1,002",640,30.2752,-89.7812
LOUISIANA,Cities,Springhill,"Springhill, Louisiana",4597,60,6,50,4,33.0011,-93.4614
LOUISIANA,Cities,Sulphur,"Sulphur, Louisiana",19581,"1,686",376,"1,128",182,30.2803,-93.3608
LOUISIANA,Cities,Tallulah,"Tallulah, Louisiana",5975,236,120,90,26,32.4092,-91.1914
LOUISIANA,Cities,Thibodaux,"Thibodaux, Louisiana",15166,"1,088",238,609,241,29.7922,-90.8200
LOUISIANA,Cities,Vidalia,"Vidalia, Louisiana",3771,337,94,196,47,31.5683,-91.4342
LOUISIANA,Cities,Vinton,"Vinton, Louisiana",2973,469,128,163,178,30.1908,-93.5813
LOUISIANA,Cities,Walker,"Walker, Louisiana",6450,631,138,305,188,30.4894,-90.8628
LOUISIANA,Cities,Westlake,"Westlake, Louisiana",4464,257,32,186,39,30.2483,-93.2592
LOUISIANA,Cities,West Monroe,"West Monroe, Louisiana",12680,"2,230",464,"1,087",679,32.5108,-92.1400
LOUISIANA,Cities,Westwego,"Westwego, Louisiana",8266,650,174,257,219,29.9031,-90.1431
LOUISIANA,Cities,Wilson,"Wilson, Louisiana",354,0,0,0,0,30.9208,-91.1158
LOUISIANA,Cities,Zachary,"Zachary, Louisiana",20344,"1,100",276,656,168,30.6550,-91.1567
MAINE,Cities,Ashland,"Ashland, Maine",1184,16,9,5,2,46.6311,-68.4061
MAINE,Cities,Auburn,"Auburn, Maine",24122,"1,338",254,921,163,44.0892,-70.2414
MAINE,Cities,Augusta,"Augusta, Maine",19013,"2,011",625,"1,226",160,44.3106,-69.7794
MAINE,Cities,Bangor,"Bangor, Maine",32078,"3,271",990,"2,061",220,44.8031,-68.7675
MAINE,Cities,Bar Harbor,"Bar Harbor, Maine",7478,111,39,54,18,44.3858,-68.2094
MAINE,Cities,Bath,"Bath, Maine",8834,270,96,166,8,43.9164,-69.8225
MAINE,Cities,Belfast,"Belfast, Maine",7037,73,16,44,13,44.4261,-69.0083
MAINE,Cities,Berwick,"Berwick, Maine",8185,189,41,136,12,43.2672,-70.8617
MAINE,Cities,Biddeford,"Biddeford, Maine",22647,"1,693",537,"1,045",111,43.4742,-70.4461
MAINE,Cities,Boothbay Harbor,"Boothbay Harbor, Maine",2090,25,7,13,5,43.8519,-69.6381
MAINE,Cities,Brewer,"Brewer, Maine",9634,363,46,238,79,44.7967,-68.7614
MAINE,Cities,Bridgton,"Bridgton, Maine",5640,122,39,65,18,44.0548,-70.7128
MAINE,Cities,Brunswick,"Brunswick, Maine",21888,759,120,488,151,43.9108,-69.9631
MAINE,Cities,Bucksport,"Bucksport, Maine",5080,142,45,62,35,44.5710,-68.7875
MAINE,Cities,Buxton,"Buxton, Maine",8528,230,61,125,44,43.6378,-70.5189
MAINE,Cities,Calais,"Calais, Maine",3041,57,18,35,4,45.1661,-67.2425
MAINE,Cities,Camden,"Camden, Maine",5326,38,10,27,1,44.2097,-69.0647
MAINE,Cities,Cape Elizabeth,"Cape Elizabeth, Maine",9535,83,17,62,4,43.5636,-70.2000
MAINE,Cities,Caribou,"Caribou, Maine",7352,171,43,78,50,46.8636,-67.9981
MAINE,Cities,Carrabassett Valley,"Carrabassett Valley, Maine",698,20,6,13,1,45.0736,-70.2617
MAINE,Cities,Clinton,"Clinton, Maine",3380,27,12,15,0,44.6384,-69.4997
MAINE,Cities,Cumberland,"Cumberland, Maine",8616,69,16,52,1,43.7811,-70.2175
MAINE,Cities,Damariscotta,"Damariscotta, Maine",2332,36,14,22,0,44.0329,-69.5187
MAINE,Cities,Dexter,"Dexter, Maine",3793,124,66,35,23,45.0289,-69.2867
MAINE,Cities,Dover-Foxcroft,"Dover-Foxcroft, Maine",4537,133,77,53,3,45.1861,-69.2203
MAINE,Cities,East Millinocket,"East Millinocket, Maine",6823,208,47,111,50,45.6253,-68.5747
MAINE,Cities,Eastport,"Eastport, Maine",1282,2,2,0,0,44.9136,-67.0039
MAINE,Cities,Eliot,"Eliot, Maine",7162,51,17,34,0,43.1531,-70.8000
MAINE,Cities,Ellsworth,"Ellsworth, Maine",8676,714,247,415,52,44.5431,-68.4203
MAINE,Cities,Fairfield,"Fairfield, Maine",6507,311,104,199,8,44.5883,-69.5986
MAINE,Cities,Falmouth,"Falmouth, Maine",12695,213,35,169,9,43.7294,-70.2419
MAINE,Cities,Farmington,"Farmington, Maine",7520,217,68,129,20,44.6656,-70.1469
MAINE,Cities,Fort Fairfield,"Fort Fairfield, Maine",3267,77,29,43,5,46.7691,-67.8359
MAINE,Cities,Fort Kent,"Fort Kent, Maine",4120,104,46,51,7,47.2586,-68.5894
MAINE,Cities,Freeport,"Freeport, Maine",8802,221,34,173,14,43.8439,-70.1017
MAINE,Cities,Fryeburg,"Fryeburg, Maine",3480,49,20,25,4,44.0164,-70.9811
MAINE,Cities,Gorham,"Gorham, Maine",18482,222,50,146,26,43.6794,-70.4442
MAINE,Cities,Gouldsboro,"Gouldsboro, Maine",1768,4,2,2,0,44.4783,-68.0383
MAINE,Cities,Greenville,"Greenville, Maine",1538,28,7,15,6,45.4594,-69.5906
MAINE,Cities,Hallowell,"Hallowell, Maine",2579,54,14,33,7,44.2867,-69.7978
MAINE,Cities,Hampden,"Hampden, Maine",7864,92,23,58,11,44.7444,-68.8375
MAINE,Cities,Holden,"Holden, Maine",3312,56,9,26,21,44.7528,-68.6789
MAINE,Cities,Houlton,"Houlton, Maine",6071,267,56,163,48,46.1333,-67.8394
MAINE,Cities,Islesboro,"Islesboro, Maine",589,15,1,14,0,44.3084,-68.9034
MAINE,Cities,Jay,"Jay, Maine",4706,158,73,79,6,44.5039,-70.2161
MAINE,Cities,Kennebunk,"Kennebunk, Maine",11804,175,31,133,11,43.4689,-70.5469
MAINE,Cities,Kennebunkport,"Kennebunkport, Maine",3716,55,8,46,1,43.3617,-70.4767
MAINE,Cities,Kittery,"Kittery, Maine",10279,280,41,225,14,43.0881,-70.7361
MAINE,Cities,Lewiston,"Lewiston, Maine",36488,"1,707",428,"1,117",162,44.1006,-70.2153
MAINE,Cities,Limestone,"Limestone, Maine",1524,13,3,8,2,46.9069,-67.8628
MAINE,Cities,Lincoln,"Lincoln, Maine",4846,221,62,143,16,45.3661,-68.4667
MAINE,Cities,Lisbon,"Lisbon, Maine",9660,252,70,173,9,44.0225,-70.0797
MAINE,Cities,Livermore Falls,"Livermore Falls, Maine",3074,129,64,61,4,44.4750,-70.1886
MAINE,Cities,Machias,"Machias, Maine",1834,59,32,23,4,44.6833,-67.4667
MAINE,Cities,Madawaska,"Madawaska, Maine",3846,86,40,42,4,47.3553,-68.3217
MAINE,Cities,Mechanic Falls,"Mechanic Falls, Maine",3112,73,18,51,4,44.1097,-70.3900
MAINE,Cities,Mexico,"Mexico, Maine",2787,194,84,106,4,44.5609,-70.5453
MAINE,Cities,Milbridge,"Milbridge, Maine",1358,0,0,0,0,44.5353,-67.8808
MAINE,Cities,Milo,"Milo, Maine",2381,98,45,51,2,45.2503,-68.9831
MAINE,Cities,Newport,"Newport, Maine",3120,77,19,56,2,44.8353,-69.2739
MAINE,Cities,North Berwick,"North Berwick, Maine",5163,90,44,35,11,43.3036,-70.7333
MAINE,Cities,Norway,"Norway, Maine",5201,272,76,150,46,44.2117,-70.5383
MAINE,Cities,Oakland,"Oakland, Maine",6300,95,23,69,3,44.5442,-69.7286
MAINE,Cities,Ogunquit,"Ogunquit, Maine",1603,64,15,47,2,43.2490,-70.5992
MAINE,Cities,Old Orchard Beach,"Old Orchard Beach, Maine",9244,438,150,231,57,43.5136,-70.3853
MAINE,Cities,Old Town,"Old Town, Maine",7372,160,58,92,10,44.9431,-68.6764
MAINE,Cities,Orono,"Orono, Maine",11651,107,29,70,8,44.8830,-68.6720
MAINE,Cities,Paris,"Paris, Maine",5349,166,50,102,14,44.2597,-70.5006
MAINE,Cities,Pittsfield,"Pittsfield, Maine",3904,84,29,54,1,44.7714,-69.4387
MAINE,Cities,Portland,"Portland, Maine",68199,"2,771",756,"1,835",180,43.6600,-70.2550
MAINE,Cities,Presque Isle,"Presque Isle, Maine",8746,446,111,272,63,46.6794,-68.0022
MAINE,Cities,Rangeley,"Rangeley, Maine",1253,4,1,3,0,44.9658,-70.6474
MAINE,Cities,Richmond,"Richmond, Maine",3585,19,8,10,1,44.0872,-69.7989
MAINE,Cities,Rockland,"Rockland, Maine",7081,368,170,176,22,44.1094,-69.1147
MAINE,Cities,Rockport,"Rockport, Maine",3719,52,17,31,4,44.1844,-69.0761
MAINE,Cities,Rumford,"Rumford, Maine",5929,402,229,125,48,44.5543,-70.5514
MAINE,Cities,Sabattus,"Sabattus, Maine",5113,49,22,23,4,44.1197,-70.1075
MAINE,Cities,Saco,"Saco, Maine",20936,923,255,604,64,43.5106,-70.4450
MAINE,Cities,Sanford,"Sanford, Maine",22315,"1,319",394,886,39,43.4397,-70.7731
MAINE,Cities,Scarborough,"Scarborough, Maine",22913,786,151,573,62,43.5781,-70.3217
MAINE,Cities,Searsport,"Searsport, Maine",2663,11,3,8,0,44.4584,-68.9242
MAINE,Cities,Skowhegan,"Skowhegan, Maine",8595,658,168,415,75,44.7648,-69.7184
MAINE,Cities,South Berwick,"South Berwick, Maine",7653,104,30,60,14,43.2345,-70.8095
MAINE,Cities,South Portland,"South Portland, Maine",27445,"1,032",197,737,98,43.6317,-70.2728
MAINE,Cities,Southwest Harbor,"Southwest Harbor, Maine",1836,17,0,11,6,44.2797,-68.3250
MAINE,Cities,Thomaston,"Thomaston, Maine",2816,46,7,38,1,44.0790,-69.1810
MAINE,Cities,Topsham,"Topsham, Maine",9680,260,80,167,13,43.8717,-69.8589
MAINE,Cities,Veazie,"Veazie, Maine",1807,13,2,9,2,44.8387,-68.7053
MAINE,Cities,Waldoboro,"Waldoboro, Maine",5314,104,32,68,4,44.1014,-69.3897
MAINE,Cities,Washburn,"Washburn, Maine",1498,17,14,2,1,46.7825,-68.1372
MAINE,Cities,Waterville,"Waterville, Maine",15972,"1,387",260,999,128,44.5519,-69.6458
MAINE,Cities,Wells,"Wells, Maine",11760,301,86,194,21,43.3203,-70.6117
MAINE,Cities,Westbrook,"Westbrook, Maine",20741,768,188,439,141,43.6853,-70.3572
MAINE,Cities,Wilton,"Wilton, Maine",3913,112,32,67,13,44.6164,-70.2436
MAINE,Cities,Windham,"Windham, Maine",19048,307,72,202,33,43.8106,-70.4169
MAINE,Cities,Winslow,"Winslow, Maine",7970,313,82,201,30,44.5425,-69.6050
MAINE,Cities,Winter Harbor,"Winter Harbor, Maine",479,9,2,7,0,44.3953,-68.0831
MAINE,Cities,Winthrop,"Winthrop, Maine",6168,109,33,69,7,44.3069,-69.9733
MAINE,Cities,Wiscasset,"Wiscasset, Maine",3880,136,49,72,15,44.0028,-69.6659
MAINE,Cities,Yarmouth,"Yarmouth, Maine",9009,135,25,103,7,43.8006,-70.1867
MAINE,Cities,York,"York, Maine",13977,297,75,193,29,43.1633,-70.6486
MARYLAND,Cities,Baltimore,Baltimore,570546,"51,091","15,949","31,093","4,049",39.2864,-76.6150
MARYLAND,Cities,Bowie,"Bowie, Maryland",57068,"1,510",226,"1,246",38,38.9428,-76.7303
MARYLAND,Cities,Brunswick,"Brunswick, Maryland",8279,228,99,107,22,39.3132,-77.6282
MARYLAND,Cities,Cumberland,"Cumberland, Maryland",18647,"2,188",826,"1,005",357,39.6525,-78.7625
MARYLAND,Cities,Denton,"Denton, Maryland",4827,318,110,195,13,38.8839,-75.8267
MARYLAND,Cities,Easton,"Easton, Maryland",17237,588,187,317,84,38.7717,-76.0706
MARYLAND,Cities,Elkton,"Elkton, Maryland",15806,"2,011",551,"1,170",290,39.6100,-75.8258
MARYLAND,Cities,Frederick,"Frederick, Maryland",80985,"4,436","1,577","2,344",515,39.4263,-77.4204
MARYLAND,Cities,Frostburg,"Frostburg, Maryland",7024,76,34,27,15,39.6567,-78.9272
MARYLAND,Cities,Hagerstown,"Hagerstown, Maryland",43548,"2,652",781,"1,395",476,39.6428,-77.7200
MARYLAND,Cities,Hampstead,"Hampstead, Maryland",6342,158,33,112,13,39.6103,-76.8514
MARYLAND,Cities,Manchester,"Manchester, Maryland",5477,49,31,14,4,39.6617,-76.8881
MARYLAND,Cities,Oakland,"Oakland, Maryland",1811,93,4,37,52,39.4105,-79.4044
MARYLAND,Cities,Salisbury,"Salisbury, Maryland",33063,"2,875","1,011","1,247",617,38.3611,-75.6000
MARYLAND,Cities,St. Michaels,"Saint Michaels, Maryland",1080,47,6,35,6,38.7836,-76.2222
MARYLAND,Cities,Thurmont,"Thurmont, Maryland",6645,123,39,75,9,39.6250,-77.4103
MARYLAND,Cities,Westminster,"Westminster, Maryland",20165,951,283,609,59,39.5767,-77.0000
MASSACHUSETTS,Cities,Abington,"Abington, Massachusetts",17886,411,91,287,33,42.1048,-70.9453
MASSACHUSETTS,Cities,Acton,"Acton, Massachusetts",23833,344,75,264,5,42.4851,-71.4328
MASSACHUSETTS,Cities,Acushnet,"Acushnet, Massachusetts",10612,129,43,79,7,41.6806,-70.9083
MASSACHUSETTS,Cities,Adams,"Adams, Massachusetts",8073,327,99,208,20,42.6242,-73.1181
MASSACHUSETTS,Cities,Agawam,"Agawam, Massachusetts",28536,"1,110",308,756,46,42.0694,-72.6153
MASSACHUSETTS,Cities,Amesbury,"Amesbury, Massachusetts",17276,443,130,295,18,42.8583,-70.9306
MASSACHUSETTS,Cities,Amherst,"Amherst, Massachusetts",39267,421,187,212,22,42.3667,-72.5167
MASSACHUSETTS,Cities,Andover,"Andover, Massachusetts",36631,460,108,328,24,42.6584,-71.1370
MASSACHUSETTS,Cities,Aquinnah,"Aquinnah, Massachusetts",465,6,2,4,0,41.3344,-70.7958
MASSACHUSETTS,Cities,Arlington,"Arlington, Massachusetts",45238,686,172,483,31,42.4153,-71.1569
MASSACHUSETTS,Cities,Ashburnham,"Ashburnham, Massachusetts",6402,109,48,53,8,42.6361,-71.9083
MASSACHUSETTS,Cities,Ashby,"Ashby, Massachusetts",3166,39,5,32,2,42.6778,-71.8208
MASSACHUSETTS,Cities,Ashfield,"Ashfield, Massachusetts",1690,16,4,11,1,42.5264,-72.7889
MASSACHUSETTS,Cities,Ashland,"Ashland, Massachusetts",18373,187,66,113,8,42.2611,-71.4639
MASSACHUSETTS,Cities,Athol,"Athol, Massachusetts",11938,376,164,165,47,42.5958,-72.2272
MASSACHUSETTS,Cities,Attleboro,"Attleboro, Massachusetts",46942,"1,841",499,"1,240",102,41.9444,-71.2861
MASSACHUSETTS,Cities,Auburn,"Auburn, Massachusetts",16878,618,87,500,31,42.2000,-71.8333
MASSACHUSETTS,Cities,Avon,"Avon, Massachusetts",4764,160,21,135,4,42.1306,-71.0417
MASSACHUSETTS,Cities,Ayer,"Ayer, Massachusetts",8368,211,72,116,23,42.5611,-71.5903
MASSACHUSETTS,Cities,Barnstable,"Barnstable, Massachusetts",50501,"1,738",705,886,147,41.7000,-70.3000
MASSACHUSETTS,Cities,Barre,"Barre, Massachusetts",5555,140,63,56,21,42.4228,-72.1056
MASSACHUSETTS,Cities,Becket,"Becket, Massachusetts",1934,26,12,14,0,42.3319,-73.0833
MASSACHUSETTS,Cities,Bedford,"Bedford, Massachusetts",14034,132,16,112,4,42.4906,-71.2767
MASSACHUSETTS,Cities,Belchertown,"Belchertown, Massachusetts",15277,262,80,171,11,42.2769,-72.4014
MASSACHUSETTS,Cities,Bellingham,"Bellingham, Massachusetts",16965,468,132,320,16,42.0867,-71.4750
MASSACHUSETTS,Cities,Belmont,"Belmont, Massachusetts",26557,401,64,333,4,42.3917,-71.1750
MASSACHUSETTS,Cities,Berkley,"Berkley, Massachusetts",6844,55,24,27,4,41.8458,-71.0833
MASSACHUSETTS,Cities,Berlin,"Berlin, Massachusetts",4137,35,4,29,2,42.3811,-71.6375
MASSACHUSETTS,Cities,Bernardston,"Bernardston, Massachusetts",2846,37,9,24,4,42.6708,-72.5500
MASSACHUSETTS,Cities,Beverly,"Beverly, Massachusetts",42441,527,94,406,27,42.5583,-70.8800
MASSACHUSETTS,Cities,Billerica,"Billerica, Massachusetts",41110,743,184,511,48,42.5583,-71.2694
MASSACHUSETTS,Cities,Blackstone,"Blackstone, Massachusetts",9222,71,25,32,14,42.0178,-71.5417
MASSACHUSETTS,Cities,Bolton,"Bolton, Massachusetts",5710,120,24,88,8,42.4333,-71.6083
MASSACHUSETTS,Cities,Boston,Boston,638925,"35,053","13,601","19,614","1,838",42.3603,-71.0578
MASSACHUSETTS,Cities,Bourne,"Bourne, Massachusetts",21127,651,266,341,44,41.7411,-70.5994
MASSACHUSETTS,Cities,Boxborough,"Boxborough, Massachusetts",5377,70,12,55,3,42.4833,-71.5167
MASSACHUSETTS,Cities,Boxford,"Boxford, Massachusetts",8134,58,10,47,1,42.6611,-70.9972
MASSACHUSETTS,Cities,Boylston,"Boylston, Massachusetts",4934,56,21,25,10,42.3917,-71.7042
MASSACHUSETTS,Cities,Braintree,"Braintree, Massachusetts",38835,"1,047",271,728,48,42.2060,-71.0050
MASSACHUSETTS,Cities,Brewster,"Brewster, Massachusetts",10647,133,29,95,9,41.7600,-70.0833
MASSACHUSETTS,Cities,Bridgewater,"Bridgewater, Massachusetts",8820,241,69,140,32,41.9903,-70.9756
MASSACHUSETTS,Cities,Brimfield,"Brimfield, Massachusetts",3711,41,13,26,2,42.1228,-72.2014
MASSACHUSETTS,Cities,Brockton,"Brockton, Massachusetts",110084,"5,407","1,904","3,211",292,42.0833,-71.0189
MASSACHUSETTS,Cities,Brookfield,"Brookfield, Massachusetts",3443,78,28,41,9,42.2139,-72.1028
MASSACHUSETTS,Cities,Brookline,"Brookline, Massachusetts",62825,"1,072",182,886,4,42.3317,-71.1217
MASSACHUSETTS,Cities,Buckland,"Buckland, Massachusetts",1815,12,10,2,0,42.5922,-72.7922
MASSACHUSETTS,Cities,Burlington,"Burlington, Massachusetts",25783,847,131,699,17,42.5047,-71.1961
MASSACHUSETTS,Cities,Cambridge,"Cambridge, Massachusetts",117044,"5,620","1,512","4,000",108,42.3750,-71.1061
MASSACHUSETTS,Cities,Canton,"Canton, Massachusetts",24717,514,170,323,21,42.1583,-71.1453
MASSACHUSETTS,Cities,Carlisle,"Carlisle, Massachusetts",5149,47,6,40,1,42.5292,-71.3500
MASSACHUSETTS,Cities,Carver,"Carver, Massachusetts",12215,173,70,95,8,41.8833,-70.7631
MASSACHUSETTS,Cities,Charlton,"Charlton, Massachusetts",13394,215,66,130,19,42.1341,-71.9690
MASSACHUSETTS,Cities,Chatham,"Chatham, Massachusetts",6844,139,31,106,2,41.6819,-69.9603
MASSACHUSETTS,Cities,Chelmsford,"Chelmsford, Massachusetts",35630,710,130,553,27,42.5997,-71.3678
MASSACHUSETTS,Cities,Chelsea,"Chelsea, Massachusetts",37590,"2,278",955,"1,252",71,42.3917,-71.0333
MASSACHUSETTS,Cities,Cheshire,"Cheshire, Massachusetts",3226,20,9,8,3,42.5619,-73.1633
MASSACHUSETTS,Cities,Chester,"Chester, Massachusetts",1221,6,2,4,0,42.2792,-72.9792
MASSACHUSETTS,Cities,Chicopee,"Chicopee, Massachusetts",55265,"3,148","1,041","1,907",200,42.1486,-72.6083
MASSACHUSETTS,Cities,Chilmark,"Chilmark, Massachusetts",1292,9,2,4,3,41.3431,-70.7453
MASSACHUSETTS,Cities,Clinton,"Clinton, Massachusetts",15432,47,28,14,5,42.4167,-71.6833
MASSACHUSETTS,Cities,Cohasset,"Cohasset, Massachusetts",8417,114,29,83,2,42.2417,-70.8042
MASSACHUSETTS,Cities,Concord,"Concord, Massachusetts",18040,308,72,223,13,42.4603,-71.3494
MASSACHUSETTS,Cities,Dalton,"Dalton, Massachusetts",6273,157,56,95,6,42.4736,-73.1667
MASSACHUSETTS,Cities,Danvers,"Danvers, Massachusetts",27887,740,214,504,22,42.5750,-70.9306
MASSACHUSETTS,Cities,Dartmouth,"Dartmouth, Massachusetts",34192,"1,324",457,816,51,41.6144,-70.9697
MASSACHUSETTS,Cities,Dedham,"Dedham, Massachusetts",25324,355,104,241,10,42.2417,-71.1667
MASSACHUSETTS,Cities,Deerfield,"Deerfield, Massachusetts",5154,116,35,61,20,42.5444,-72.6061
MASSACHUSETTS,Cities,Dennis,"Dennis, Massachusetts",15200,472,149,288,35,41.7353,-70.1944
MASSACHUSETTS,Cities,Dighton,"Dighton, Massachusetts",8240,87,30,47,10,41.8139,-71.1208
